amazon_key,x_coord,y_coord
fm_-21630_-3910,302,197
fm_-21638_-3282,49,226
fm_-2165_28667,34,145
fm_-21685_-101477,102,374
fm_-21685_-103347,181,124
fm_-21693_13977,418,246
fm_-21701_-4698,12,374
fm_-21711_-10018,441,173
fm_-2177_-103017,497,112
fm_-21781_-70183,390,208
fm_-21781_-76093,470,213
fm_-21791_-80413,22,23
fm_-21826_-2292,245,192
fm_-21852_-82283,306,289
fm_-21885_-76403,362,143
fm_-21976_39527,154,351
fm_-21986_33317,490,120
fm_-21986_38327,412,105
fm_-22018_-4830,112,290
fm_-22028_-7940,77,367
fm_-22031_6527,52,271
fm_-22035_49991,390,225
fm_-22069_-14658,465,160
fm_-22085_41707,249,126
fm_-2208_-10440,52,283
fm_-2208_-5450,21,251
fm_-22098_-75142,247,197
fm_-22098_-78862,427,53
fm_-22121_-11198,430,109
fm_-22133_13327,258,327
fm_-22139_59581,178,36
fm_-22140_29297,18,281
fm_-22141_-9088,14,40
fm_-22154_19507,351,369
fm_-22181_-9968,167,297
fm_-22201_-72362,36,159
fm_-22241_-74222,116,85
fm_-22241_-81033,149,240
fm_-22271_-80463,415,11
fm_-22335_-73003,269,337
fm_-22375_-70513,352,218
fm_-2240_-82912,496,67
fm_-22417_-98037,188,184
fm_-22456_35217,358,55
fm_-22529_-17718,296,61
fm_-22529_56491,182,288
fm_-22529_61421,396,58
fm_-22540_-6370,201,19
fm_-22565_40507,330,290
fm_-22570_29347,414,152
fm_-22573_11167,247,303
fm_-22585_-99617,15,13
fm_-22603_7437,499,45
fm_-22623_10547,128,104
fm_-22637_43267,267,85
fm_-22645_57381,444,165
fm_-22736_-1062,391,172
fm_-22867_-92467,363,24
fm_-22872_-1928,146,239
fm_-22888_-10420,271,94
fm_-22888_-12940,398,190
fm_-22926_33957,67,101
fm_-23038_-76412,124,69
fm_-23071_-4098,187,103
fm_-2308_-80702,242,186
fm_-23111_-71712,257,192
fm_-23151_-79213,403,26
fm_-23181_-71413,481,147
fm_-23190_-1869,121,97
fm_-2324_13512,54,316
fm_-23275_-74243,194,68
fm_-23356_29647,76,206
fm_-23357_-16340,157,188
fm_-23357_-99307,252,30
fm_-23420_-16528,464,208
fm_-23421_10247,216,175
fm_-23438_-70192,466,63
fm_-23445_30537,131,246
fm_-23454_14732,425,167
fm_-23468_448,262,312
fm_-23473_13927,429,96
fm_-23481_-6608,160,13
fm_-23488_-73912,310,364
fm_-23532_65461,54,286
fm_-23595_54911,418,16
fm_-23636_4798,364,30
fm_-23767_-98657,245,191
fm_-23787_-96227,241,346
fm_-2381_-72942,352,165
fm_-23829_-10278,414,231
fm_-23836_33327,166,282
fm_-23839_-14658,47,144
fm_-23862_-90927,211,341
fm_-23867_-1450,266,191
fm_-23875_-95897,179,218
fm_-23880_6141,391,71
fm_-23888_-70782,491,97
fm_-23888_-77652,71,117
fm_-23890_-359,265,251
fm_-23915_-96547,251,144
fm_-23919_59591,109,299
fm_-23919_61461,87,312
fm_-23928_-75172,159,165
fm_-23935_-98397,344,185
fm_-23944_10392,339,328
fm_-23954_15372,220,11
fm_-2395_10112,121,69
fm_-23994_-90307,308,111
fm_-24008_-830,317,159
fm_-24045_62351,257,41
fm_-24051_-71453,297,87
fm_-24096_-432,267,85
fm_-24125_-76383,10,72
fm_-24145_-78233,461,297
fm_-24228_-4200,96,200
fm_-24258_-2990,490,344
fm_-24268_-11070,390,208
fm_-24289_-3788,430,215
fm_-24295_49941,68,309
fm_-24327_28977,189,56
fm_-24335_33637,260,228
fm_-24338_-80732,104,220
fm_-2435_52451,354,26
fm_-24368_4468,336,69
fm_-24375_-95917,496,149
fm_-24379_54021,229,329
fm_-24382_-2558,305,209
fm_-24388_-81352,255,162
fm_-24390_-14440,269,46
fm_-24390_-2690,109,84
fm_-24403_-67693,34,106
fm_-24405_6722,120,257
fm_-24446_-90597,412,371
fm_-24461_-73592,202,269
fm_-24481_-77342,210,234
fm_-24481_-78542,403,351
fm_-24485_58031,136,370
fm_-24511_-72073,75,35
fm_-24517_-68292,226,225
fm_-24530_3051,490,171
fm_-24540_3081,57,303
fm_-24542_-82293,445,214
fm_-24560_65771,442,113
fm_-24595_-80143,35,50
fm_-24605_-71153,437,118
fm_-24645_-105207,76,309
fm_-24696_30247,219,358
fm_-24707_-100517,300,317
fm_-24716_33367,205,206
fm_-2471_-77953,440,36
fm_-2471_-81663,56,328
fm_-24760_9901,48,131
fm_-24780_-12620,185,148
fm_-24788_-73882,178,309
fm_-24825_-103977,444,218
fm_-24835_33687,338,13
fm_-24853_-67733,95,97
fm_-24881_-6568,178,252
fm_-24891_-72332,15,316
fm_-24894_-82593,414,152
fm_-24901_-76702,342,87
fm_-24933_43557,413,107
fm_-24970_3691,9,263
fm_-24971_-73933,248,73
fm_-24976_-1092,479,289
fm_-25102_20137,15,313
fm_-25148_-12280,168,205
fm_-25176_31507,189,93
fm_-25250_5521,395,167
fm_-25259_60831,318,251
fm_-2525_-79523,413,217
fm_-25264_19537,127,162
fm_-25278_-77612,72,258
fm_-25288_-70152,164,289
fm_-25338_-820,437,265
fm_-25391_-71433,418,291
fm_-25450_10781,7,304
fm_-25505_-70493,202,269
fm_-25618_-12260,441,80
fm_-25619_-10298,459,100
fm_-25649_-15380,490,313
fm_-25651_13037,91,202
fm_-25685_36777,269,337
fm_-25708_-70192,36,323
fm_-25723_7417,318,132
fm_-25733_18927,244,298
fm_-25738_-1110,124,314
fm_-25741_-7808,362,109
fm_-25741_-8448,461,326
fm_-25753_11747,295,55
fm_-25797_43237,480,161
fm_-25805_19422,387,264
fm_-25821_-74533,342,296
fm_-25831_-71122,149,109
fm_-25831_-79783,166,263
fm_-25851_-78583,114,64
fm_-25855_10732,9,263
fm_-2585_-69873,186,60
fm_-25925_-69263,4,217
fm_-25925_-69883,109,185
fm_-25935_-74243,335,270
fm_-25973_20437,279,326
fm_-26028_-9190,416,286
fm_-26042_5557,106,211
fm_-26078_-8600,346,212
fm_-26109_-3778,351,205
fm_-26120_4321,149,153
fm_-26155_42337,273,271
fm_-26191_-13078,160,316
fm_-26191_-5328,209,186
fm_-26211_-6598,205,52
fm_-26211_-9078,392,127
fm_-26231_-14938,259,198
fm_-26251_-79152,323,218
fm_-26291_-72992,450,186
fm_-26305_19392,264,197
fm_-26311_-70183,469,57
fm_-26340_8321,167,303
fm_-26391_5257,236,303
fm_-26395_-69293,216,208
fm_-26496_39547,470,142
fm_-26532_42947,302,197
fm_-26536_40147,16,341
fm_-26549_-6258,455,60
fm_-26604_11042,489,25
fm_-26619_55261,170,253
fm_-26628_-83492,387,271
fm_-26673_9947,468,142
fm_-2668_-11660,173,140
fm_-2671_7127,433,33
fm_-26740_8921,66,198
fm_-26741_-73913,259,326
fm_-26751_-79193,82,156
fm_-26755_14432,149,143
fm_-26776_5398,320,137
fm_-26810_-67992,315,317
fm_-26825_-69863,75,116
fm_-26898_-83202,384,248
fm_-26981_-16838,202,172
fm_-27016_27787,500,369
fm_-27071_-10588,406,265
fm_-27090_-8910,436,367
fm_-27095_40467,300,267
fm_-2709_-3138,332,99
fm_-27111_-7838,223,343
fm_-27112_-2858,363,244
fm_-27171_-81703,383,279
fm_-27175_8232,484,319
fm_-27295_-72973,243,113
fm_-2729_-15258,109,84
fm_-27315_-81383,318,180
fm_-27419_-17428,398,367
fm_-27419_-6298,489,177
fm_-27429_-3138,334,110
fm_-27429_-5618,413,369
fm_-27432_-90947,58,261
fm_-27471_8397,204,246
fm_-27485_33667,39,145
fm_-27488_-72032,30,176
fm_-27499_56491,446,53
fm_-27500_4311,230,242
fm_-27504_15352,106,163
fm_-27508_-81352,351,14
fm_-27529_-82612,320,33
fm_-27544_16002,327,129
fm_-27551_-9028,192,138
fm_-2758_-69572,166,57
fm_-27611_-74182,221,344
fm_-27625_55571,475,139
fm_-2765_34907,36,4
fm_-27666_148,435,309
fm_-27666_9798,148,139
fm_-27670_-29,74,265
fm_-27670_9571,482,110
fm_-27700_9551,194,159
fm_-2771_-9958,19,19
fm_-27725_-69863,324,366
fm_-27729_-17098,484,14
fm_-27730_-82003,216,175
fm_-2775_-92157,475,224
fm_-27875_49951,428,171
fm_-27902_-90927,379,9
fm_-27910_8661,209,197
fm_-27910_9861,37,125
fm_-2791_-15578,248,277
fm_-27929_63271,89,372
fm_-27948_-72692,194,185
fm_-2795_33047,437,265
fm_-27971_-11848,36,224
fm_-27974_16582,57,233
fm_-28021_-13738,116,194
fm_-28031_-6588,247,151
fm_-28035_56151,398,41
fm_-28071_-73313,230,73
fm_-28121_-81683,402,299
fm_-28126_3558,50,141
fm_-28150_8921,96,17
fm_-28268_-5490,390,208
fm_-28319_-12128,162,331
fm_-2831_-72962,222,220
fm_-28329_-8158,318,132
fm_-28337_-16350,245,192
fm_-28339_-4428,101,109
fm_-28351_11487,216,208
fm_-28379_58341,247,232
fm_-28390_-9500,229,322
fm_-28400_-13840,439,122
fm_-28400_2131,207,93
fm_-28402_-2578,285,222
fm_-28419_50251,437,370
fm_-28441_-11228,127,13
fm_-28445_33017,438,222
fm_-28464_-68063,499,359
fm_-28481_-8428,317,366
fm_-28515_63591,475,224
fm_-28521_-69252,144,145
fm_-28525_7622,353,346
fm_-28535_64211,407,98
fm_-28541_-72952,442,172
fm_-28596_798,355,142
fm_-28606_5398,240,224
fm_-28721_-16828,22,177
fm_-28732_20147,194,198
fm_-28758_-4840,9,263
fm_-28762_-90967,247,197
fm_-28769_-7508,136,329
fm_-28776_-1770,497,199
fm_-28829_60831,405,46
fm_-28845_39207,270,78
fm_-28848_-77022,61,197
fm_-28868_-76412,250,75
fm_-28879_60811,310,320
fm_-28882_20312,390,314
fm_-28897_-500,165,339
fm_-28899_-82612,491,222
fm_-28924_-68063,371,85
fm_-29016_158,124,314
fm_-29022_-82313,303,160
fm_-29032_-83253,364,8
fm_-29075_-75443,274,73
fm_-29115_-73603,118,163
fm_-29177_-103647,402,205
fm_-29187_-103037,372,292
fm_-29239_-12128,466,311
fm_-29240_-2179,415,164
fm_-29249_-5668,359,98
fm_-29251_14887,173,113
fm_-29259_-6898,402,84
fm_-29279_-4418,432,127
fm_-29332_65461,484,67
fm_-29339_52111,121,127
fm_-29361_-5938,332,58
fm_-29361_-9078,51,241
fm_-29391_-70482,220,150
fm_-29400_51851,91,38
fm_-29411_-77922,76,309
fm_-29431_-74212,379,303
fm_-29445_18192,148,139
fm_-29550_-81963,282,213
fm_-29555_-74213,249,126
fm_-29565_-69893,241,252
fm_-2957_-105537,398,105
fm_-29636_32077,327,254
fm_-29658_-3620,482,21
fm_-29669_-9358,264,186
fm_-29680_-1628,288,330
fm_-29720_8651,302,197
fm_-29735_40507,185,180
fm_-29740_-3910,244,298
fm_-29744_19112,480,230
fm_-29770_-4530,75,10
fm_-29775_-91547,78,103
fm_-29775_40497,371,157
fm_-29784_11012,29,108
fm_-29966_-2332,22,177
fm_-29995_-71743,426,275
fm_-30015_-71103,385,41
fm_-30118_-4260,355,370
fm_-30119_-15278,169,296
fm_-30140_6171,1,228
fm_-30159_-8108,303,306
fm_-30179_53411,359,38
fm_-30180_-16518,109,299
fm_-30194_11632,46,8
fm_-30205_36127,475,60
fm_-30215_40467,152,266
fm_-30219_55271,203,129
fm_-30225_38627,22,220
fm_-3022_-67093,351,14
fm_-30241_-7818,61,338
fm_-30248_6197,326,136
fm_-30254_7312,338,260
fm_-30271_-3498,344,216
fm_-30301_-74232,269,337
fm_-30305_10102,494,80
fm_-30315_16332,230,141
fm_-30315_54961,22,177
fm_-30321_-71433,269,46
fm_-30341_-81063,387,314
fm_-30362_-83233,208,223
fm_-30366_1998,416,286
fm_-30380_65761,319,92
fm_-30406_6018,90,239
fm_-30518_-6110,268,263
fm_-30618_-104917,329,151
fm_-30619_-13428,219,257
fm_-30629_-10888,441,128
fm_-30631_15517,430,57
fm_-30635_-102107,369,172
fm_-30635_37987,29,37
fm_-30639_53981,318,297
fm_-30668_-2602,420,216
fm_-30671_-11818,264,197
fm_-30674_19867,17,256
fm_-30680_-5180,337,226
fm_-30681_-14298,201,19
fm_-30684_12242,397,168
fm_-30704_12292,456,187
fm_-30731_-11208,438,331
fm_-30761_-74182,262,34
fm_-30771_-69232,333,16
fm_-30782_-83253,401,244
fm_-30790_7111,47,48
fm_-30816_188,27,17
fm_-30850_-1889,68,267
fm_-30875_-71763,317,224
fm_-30875_-75813,53,115
fm_-30905_-76423,363,244
fm_-30968_-3020,347,12
fm_-30980_-2208,17,303
fm_-30998_-2350,259,185
fm_-31075_-99637,136,292
fm_-31080_-16498,362,240
fm_-31092_-2548,479,342
fm_-31118_-73882,491,274
fm_-31131_-9678,402,84
fm_-31139_57101,10,115
fm_-31186_-90597,244,85
fm_-3119_-3188,363,280
fm_-3119_-3768,491,279
fm_-3119_-8118,145,171
fm_-31211_-76072,301,182
fm_-31231_-76683,413,314
fm_-31245_7592,383,279
fm_-31286_6048,393,220
fm_-3139_-12138,60,129
fm_-3142_-90917,163,369
fm_-31438_-83232,467,49
fm_-31466_30237,241,62
fm_-31481_-16838,178,256
fm_-31482_5607,482,251
fm_-31489_-13408,219,325
fm_-31519_-14028,500,350
fm_-3151_10227,117,217
fm_-31538_-70802,290,176
fm_-31539_57741,307,47
fm_-31570_29307,435,74
fm_-31579_60831,130,92
fm_-31589_60831,402,84
fm_-31590_-12620,267,298
fm_-31590_51511,352,122
fm_-31594_16012,402,299
fm_-31621_-6588,189,132
fm_-31631_-4728,240,51
fm_-31645_13822,134,287
fm_-31706_-1082,79,49
fm_-31887_-16290,373,207
fm_-31887_-97427,366,16
fm_-31919_-5008,9,120
fm_-31926_35217,139,255
fm_-31929_-3788,303,160
fm_-31994_7932,108,357
fm_-3199_60851,116,48
fm_-32018_-76982,229,180
fm_-32021_-13078,118,244
fm_-32023_18277,297,174
fm_-32029_60221,36,323
fm_-32030_-10710,163,61
fm_-32038_-69532,470,91
fm_-32044_19867,113,190
fm_-3215_39237,266,191
fm_-32161_-69583,17,303
fm_-32186_4168,447,71
fm_-32200_9551,354,239
fm_-3224_19732,74,265
fm_-32275_-78893,333,102
fm_-3229_63331,255,169
fm_-32317_-99307,240,328
fm_-32336_32707,121,107
fm_-3235_-93387,342,87
fm_-32369_-3808,221,344
fm_-32376_32077,475,188
fm_-32409_-10328,302,133
fm_-32429_-14628,362,274
fm_-32440_-82862,221,344
fm_-32468_-75772,232,213
fm_-32468_7568,148,244
fm_-32525_6702,437,118
fm_-32543_43557,459,263
fm_-32603_43567,206,38
fm_-32610_-2509,262,249
fm_-32621_-77923,400,275
fm_-32656_7288,221,176
fm_-32715_-80143,70,173
fm_-32735_-74853,41,91
fm_-32871_8987,431,93
fm_-32888_-80732,261,200
fm_-32895_37987,163,104
fm_-32900_-5800,225,201
fm_-32908_65171,47,294
fm_-32912_20302,262,257
fm_-32919_63951,246,257
fm_-32940_-7670,227,312
fm_-32961_-7218,238,87
fm_-32963_18307,30,147
fm_-32973_12407,29,302
fm_-33034_-82593,201,19
fm_-33051_-81063,363,272
fm_-33061_-72663,309,269
fm_-33096_5408,379,157
fm_-3310_7022,129,293
fm_-33128_-16040,209,197
fm_-3321_-70173,32,107
fm_-3321_-79203,302,15
fm_-33227_-99337,186,34
fm_-33233_-105827,280,246
fm_-33240_-2238,169,243
fm_-3324_-90347,255,236
fm_-33275_-91257,402,170
fm_-33276_42017,485,36
fm_-33277_-95607,280,288
fm_-33279_-12188,383,279
fm_-33288_-104857,214,151
fm_-33299_-15420,485,324
fm_-33310_6781,22,150
fm_-33339_57731,233,77
fm_-33373_11147,10,180
fm_-33381_-15588,332,289
fm_-33431_-13688,106,174
fm_-33485_11992,485,250
fm_-33485_62361,76,194
fm_-33540_10791,371,311
fm_-33550_5221,113,367
fm_-33566_-68633,342,87
fm_-33595_-70543,480,330
fm_-33595_-71763,194,228
fm_-33606_-68643,305,174
fm_-33717_-98677,140,164
fm_-33788_-73912,238,222
fm_-33788_-83502,52,283
fm_-33789_54021,109,169
fm_-33790_-989,425,321
fm_-33802_5917,179,207
fm_-33815_-101447,282,358
fm_-33818_-73872,121,175
fm_-3381_-74573,210,295
fm_-33835_-92207,24,114
fm_-33835_-96517,286,165
fm_-33841_-9958,196,317
fm_-33861_-13738,78,261
fm_-33873_16417,197,362
fm_-33881_-9978,349,214
fm_-33905_8242,489,29
fm_-33911_-71702,354,163
fm_-33921_-68943,425,372
fm_-33945_-67672,76,322
fm_-33960_4591,436,47
fm_-33961_-77353,454,210
fm_-33971_-73913,11,212
fm_-34055_-80753,486,345
fm_-34055_-81373,139,294
fm_-34056_-68623,431,103
fm_-34065_-72383,475,224
fm_-34085_-70543,134,338
fm_-34117_-96227,17,80
fm_-34119_50891,415,252
fm_-34128_-14740,424,349
fm_-34147_-100577,423,54
fm_-34201_13007,453,241
fm_-34238_-2012,141,319
fm_-34245_-103307,295,208
fm_-34245_38627,366,157
fm_-34285_-92807,407,42
fm_-34288_-80122,184,129
fm_-34295_30527,485,118
fm_-34311_-13068,192,116
fm_-34355_56801,481,147
fm_-34375_8252,259,198
fm_-34395_63601,302,197
fm_-34466_4168,276,147
fm_-34485_-77043,362,240
fm_-34505_-75753,315,83
fm_-34605_42657,110,314
fm_-34616_30867,221,344
fm_-34618_-7330,495,247
fm_-3465_-75453,374,369
fm_-34669_-8748,314,51
fm_-34705_38017,193,251
fm_-34710_-4570,221,207
fm_-34731_-11858,285,10
fm_-34741_-8418,375,370
fm_-34795_58671,170,170
fm_-34825_62371,281,141
fm_-34845_54331,208,160
fm_-3485_-75443,486,256
fm_-34866_7288,176,40
fm_-34896_5408,447,240
fm_-34973_20457,159,243
fm_-34985_-76413,385,51
fm_-34989_-15730,359,266
fm_-35037_-103617,393,244
fm_-35056_40137,202,114
fm_-35079_-15848,293,315
fm_-35089_-15858,424,365
fm_-35109_-5058,184,129
fm_-35174_19547,434,186
fm_-35181_-9978,269,256
fm_-35189_52741,293,165
fm_-35195_37407,363,80
fm_-35203_10517,115,41
fm_-35248_-810,129,212
fm_-35251_-77312,101,249
fm_-35280_6992,469,84
fm_-35350_-1929,241,176
fm_-35435_-72343,70,173
fm_-35486_37057,15,316
fm_-35498_-4230,491,122
fm_-35529_-3768,359,117
fm_-35585_36127,296,114
fm_-35598_-69582,398,16
fm_-35598_-80702,344,256
fm_-35610_-16468,266,192
fm_-35628_-2632,128,150
fm_-35629_53371,66,49
fm_-35633_12737,27,172
fm_-35633_15777,46,336
fm_-35663_12407,257,3
fm_-35735_19402,401,9
fm_-35735_56151,349,52
fm_-35761_-76103,491,222
fm_-35770_9581,481,236
fm_-35771_-72663,160,369
fm_-35926_42027,354,26
fm_-35927_-93737,78,122
fm_-35937_-93127,228,229
fm_-35969_-10268,398,190
fm_-36020_261,264,232
fm_-36029_-12138,284,149
fm_-36035_29927,366,212
fm_-36045_37407,319,290
fm_-36088_6328,22,177
fm_-36088_7618,387,267
fm_-36089_53361,412,130
fm_-36095_34897,206,209
fm_-36098_-1992,151,105
fm_-36181_-76102,284,298
fm_-36230_5861,119,54
fm_-36250_1211,363,72
fm_-3629_-15390,499,84
fm_-3629_55221,491,222
fm_-36390_-2208,285,279
fm_-36440_6181,375,128
fm_-36469_-11558,481,147
fm_-36479_-15278,325,252
fm_-36531_-10598,441,210
fm_-36551_-4698,296,160
fm_-36561_-14298,109,299
fm_-36561_-9088,37,127
fm_-36573_18897,302,186
fm_-3664_12292,357,311
fm_-36650_10221,148,244
fm_-3674_17202,131,285
fm_-3675_-95277,396,171
fm_-3678_-70782,20,222
fm_-3681_-14318,481,147
fm_-36852_5547,148,191
fm_-36919_-15278,268,121
fm_-36991_-8408,282,174
fm_-37013_12687,438,210
fm_-37116_1388,409,161
fm_-37116_9178,375,241
fm_-37126_128,499,84
fm_-3717_43277,499,201
fm_-37388_-1402,162,331
fm_-3741_-70522,339,226
fm_-37550_-1279,413,278
fm_-37596_6668,82,120
fm_-37781_17327,343,252
fm_-37790_3381,487,269
fm_-37838_1058,310,122
fm_-37871_-11208,464,164
fm_-3791_-81672,131,97
fm_-3801_-77353,247,203
fm_-38239_-10278,237,354
fm_-38239_-4418,22,177
fm_-38279_-10328,490,263
fm_-38280_-2219,224,325
fm_-38321_-7848,326,241
fm_-38338_7568,256,285
fm_-38460_-1309,120,147
fm_-38480_-2499,452,120
fm_-38480_4001,227,131
fm_-38690_5521,295,175
fm_-38709_-12748,194,224
fm_-38719_-10308,52,283
fm_-38906_1388,257,295
fm_-3890_-81953,361,235
fm_-38946_6028,419,203
fm_-3895_-75813,70,210
fm_-39198_10078,315,317
fm_-39376_9158,144,237
fm_-39386_-492,58,342
fm_-39390_10221,459,190
fm_-39638_478,493,102
fm_-39658_3268,4,217
fm_-3972_-1928,480,134
fm_-3985_28667,365,271
fm_-3988_-9810,362,274
fm_-4018_-104897,162,331
fm_-40240_9591,122,270
fm_-4026_38927,163,252
fm_-40296_-3572,377,243
fm_-4039_-8118,2,93
fm_-40550_4331,275,370
fm_-4069_-8138,62,374
fm_-40940_9911,118,82
fm_-40988_-762,355,270
fm_-41018_5748,85,332
fm_-41150_-1249,262,126
fm_-41156_4178,187,326
fm_-4129_58981,69,172
fm_-41448_3898,47,248
fm_-41468_-152,425,277
fm_-4163_-67733,176,340
fm_-42022_-6726,194,159
fm_-42052_-12906,313,24
fm_-42056_3548,108,26
fm_-4243_43557,383,104
fm_-4245_7612,231,254
fm_-42536_758,152,285
fm_-4271_-81053,284,194
fm_-42798_7588,232,37
fm_-42808_1118,446,255
fm_-42836_14854,402,71
fm_-42991_-77104,184,129
fm_-43055_-11376,200,291
fm_-4325_-73633,453,140
fm_-43300_5874,365,53
fm_-43321_-82724,303,223
fm_-43324_-91101,36,323
fm_-43346_-104171,375,310
fm_-43365_-82374,37,224
fm_-43382_-7956,221,344
fm_-43412_-103231,121,314
fm_-4345_-70543,404,140
fm_-43461_-75924,327,262
fm_-43526_-71244,416,286
fm_-43536_-71894,481,147
fm_-43595_-57219,216,54
fm_-4360_-82003,193,251
fm_-4362_-67123,490,263
fm_-43851_-74054,200,126
fm_-43853_10194,489,206
fm_-43883_15144,392,236
fm_-43891_-81494,94,139
fm_-43892_-93301,30,147
fm_-43902_-98861,208,223
fm_-43975_-4576,78,219
fm_-44025_-53449,30,236
fm_-44129_-50079,162,303
fm_-44226_10484,243,1
fm_-44273_8934,372,295
fm_-44277_6754,467,301
fm_-44292_-103861,483,174
fm_-44293_18864,304,317
fm_-44331_-74644,240,68
fm_-44332_-100751,315,66
fm_-44355_36845,161,43
fm_-44375_28505,398,275
fm_-44436_-69384,200,126
fm_-44456_-73124,69,312
fm_-4445_28677,349,218
fm_-4456_41997,181,165
fm_-44616_16694,404,184
fm_-44622_6474,487,114
fm_-44626_11774,237,169
fm_-4469_-13428,244,85
fm_-44781_-70964,384,128
fm_-44792_-92701,271,146
fm_-4481_16087,475,60
fm_-44906_-69984,399,179
fm_-45096_17974,149,130
fm_-45096_7434,476,331
fm_-45182_-6736,195,48
fm_-45188_-90851,335,236
fm_-45213_17014,201,19
fm_-45233_17034,415,372
fm_-45261_-81533,446,272
fm_-45263_-13517,276,290
fm_-45270_-97237,447,176
fm_-45271_-73153,96,372
fm_-45282_-38784,354,250
fm_-45283_-12897,180,335
fm_-4535_-102127,123,214
fm_-4535_-94627,362,195
fm_-45361_-79373,494,80
fm_-45366_-68784,266,284
fm_-45377_11591,6,68
fm_-45381_-38494,321,224
fm_-45459_-51309,289,221
fm_-4552_-2528,242,337
fm_-45556_-96731,247,232
fm_-4555_41697,260,332
fm_-45622_-2356,238,315
fm_-45622_-8586,335,45
fm_-45673_12664,202,314
fm_-45681_-76273,199,92
fm_-4569_58991,271,214
fm_-4575_-100227,398,193
fm_-4575_-15080,242,337
fm_-45785_-55319,109,299
fm_-45792_-102777,127,328
fm_-45792_-69773,406,242
fm_-45796_27865,11,240
fm_-45798_34685,302,186
fm_-45805_-53459,194,224
fm_-45807_8441,294,245
fm_-45816_-78084,104,29
fm_-45846_-3567,208,223
fm_-45996_-99221,206,174
fm_-46026_-102921,149,355
fm_-46118_27605,427,161
fm_-46131_-26084,9,251
fm_-46131_-79004,398,189
fm_-46142_-93281,237,157
fm_-46142_-96991,343,214
fm_-46170_-94147,113,190
fm_-46180_-96587,89,101
fm_-46242_-52289,419,238
fm_-46248_29455,383,182
fm_-46268_28825,99,148
fm_-46301_-67844,342,87
fm_-46339_-51329,193,251
fm_-46359_-54399,190,279
fm_-46416_14854,305,174
fm_-46416_15464,448,52
fm_-46456_18544,49,234
fm_-46475_20394,200,257
fm_-4651_-71762,121,175
fm_-46532_-3656,111,289
fm_-46583_-3267,445,45
fm_-46592_-98851,281,242
fm_-46599_-57909,437,48
fm_-46611_-69104,463,280
fm_-46616_26935,383,8
fm_-4661_-80422,267,85
fm_-46631_-33214,230,219
fm_-46645_30385,349,331
fm_-46696_-79324,113,193
fm_-46698_29465,347,223
fm_-46706_-6077,108,63
fm_-46708_34675,478,375
fm_-46716_-68764,201,364
fm_-46721_-76553,421,218
fm_-46732_-53579,71,230
fm_-4681_-76063,393,220
fm_-46916_-94881,390,208
fm_-4695_52441,400,322
fm_-46988_27575,379,246
fm_-47041_-79663,490,120
fm_-47055_-60879,305,209
fm_-47061_-71534,391,160
fm_-47065_-13876,435,309
fm_-47091_-35724,450,197
fm_-47095_29115,253,93
fm_-47137_-25154,367,100
fm_-47148_31265,244,85
fm_-47162_-59439,359,77
fm_-47172_-57589,348,29
fm_-47176_-12587,469,355
fm_-47187_11581,292,36
fm_-47187_15571,413,308
fm_-47192_-100297,17,192
fm_-47198_35935,409,159
fm_-47214_-826,315,317
fm_-47249_-51289,368,36
fm_-47249_-51949,355,131
fm_-47279_-58129,230,141
fm_-4731_-76123,491,161
fm_-47326_19154,404,37
fm_-47373_-24264,49,341
fm_-47396_-93621,459,100
fm_-47407_6764,31,134
fm_-47433_11464,406,12
fm_-47481_10641,149,274
fm_-47518_-84303,71,92
fm_-47531_-77213,113,367
fm_-47586_-11947,225,232
fm_-47592_-104067,398,367
fm_-47616_-12557,247,151
fm_-47628_37825,157,357
fm_-47816_10474,487,269
fm_-47826_-99161,247,197
